2.041452 3.563748 3.648269
1.352378 1.842010 3.485583
-2.590219 -2.322205 -2.870003
-2.446593 -5.027289 -4.539017
3.240140 1.126427 2.785755
-1.520590 -1.107534 -3.681007
-2.063505 -1.074833 -0.978407
1.430442 2.444958 3.896508
1.707920 2.904068 2.484721
-5.472302 -1.695761 -3.501743
3.494266 2.061099 4.296372
-1.900341 -3.701587 -4.570371
-4.978297 -2.490729 -0.864744
-3.007350 -4.284862 -1.888297
-0.409976 -2.255042 -0.735934
-5.414521 -4.395456 -3.976956
-2.539414 -1.976988 -3.444990
3.025866 2.510516 0.577065
-4.724321 -4.711172 -3.256786
-3.338782 -2.913663 -1.905710
1.228084 2.195414 4.198166
1.825418 1.469970 4.312912
-3.105437 -5.103503 -2.716922
4.032394 2.193573 4.627283
-3.743237 -3.094992 -4.483332
-1.421391 -4.993655 -4.582809
-4.206337 -2.918031 -2.167887
1.655930 3.579423 1.747278
-1.459462 -1.313705 -1.639062
2.115823 1.242765 4.440726
-1.058237 -2.384256 -3.446129
4.766004 3.095955 2.003827
1.954969 1.701450 1.482020
1.526093 1.172147 3.308618
-3.620422 -1.220474 -3.370144
-4.991177 -0.669628 -2.475155
-1.510381 -3.644645 -3.310991
5.333866 2.911602 3.442406
-1.097373 -2.470409 -0.822769
-1.379427 -2.267685 -3.772942
3.421654 0.665751 1.194659
1.378190 4.282418 1.055508
0.679571 4.121749 0.789872
-4.616697 -2.736502 -1.285652
-2.032403 -4.504919 -3.773051
-2.584882 -2.682845 -2.237641
0.933929 2.507695 3.430184
-6.353271 -2.673802 -4.178010
2.870155 0.547437 3.383400
4.644023 4.143190 3.843935
3.364059 4.406704 5.844303
2.390526 1.219928 3.837387
0.815965 2.952468 1.539154
1.470589 3.165787 1.779511
-1.478975 -0.800204 -2.886438
-2.958200 -2.437125 -5.436520
-2.562033 -3.249102 -0.999542
-2.731450 -4.898991 -2.232017
-3.954461 -2.176527 -0.164003
-2.753704 -3.858113 -1.487968
2.341241 2.337760 1.738680
1.294244 2.842636 0.588826
-3.145553 -3.051673 -2.904415
-1.302346 -2.793875 -2.863328
